Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
2000.0,3.3,Petrol,Manual,254322.0,Used,30000-40000,Civic
2003.0,5.9,Electric,Automatic,209485.0,Like New,10000-20000,A3
2000.0,5.9,Electric,Automatic,145711.0,Like New,50000-60000,Fiesta
2014.0,4.8,Diesel,Manual,70210.0,Like New,10000-20000,Focus
2004.0,2.2,Hybrid,Manual,69852.0,Used,90000-100000,X5
2012.0,3.7,Hybrid,Automatic,255139.0,New,20000-30000,Corolla
2007.0,6.0,Hybrid,Manual,9695.0,Used,70000-80000,Mustang
2007.0,5.3,Petrol,Automatic,48582.0,New,80000-90000,Model X
2004.0,1.5,Electric,Automatic,293238.0,New,60000-70000,Mustang
2008.0,4.5,Diesel,Automatic,191707.0,New,20000-30000,E-Class
2000.0,2.7,Electric,Manual,284331.0,Used,30000-40000,Civic
2003.0,1.0,Hybrid,Manual,128721.0,Used,80000-90000,Model S
2002.0,3.0,Diesel,Manual,106683.0,Used,30000-40000,Model X
2001.0,2.2,Diesel,Manual,263358.0,Used,70000-80000,GLA
2007.0,5.1,Hybrid,Automatic,286084.0,Used,90000-100000,GLC
2022.0,2.7,Electric,Manual,44406.0,New,90000-100000,A3
2008.0,5.1,Hybrid,Manual,147049.0,Used,50000-60000,Corolla
2001.0,1.0,Electric,Automatic,235994.0,New,80000-90000,Fit
2013.0,2.5,Diesel,Automatic,187313.0,Used,90000-100000,5 Series
2013.0,2.2,Diesel,Manual,204573.0,Used,40000-50000,Model 3
2003.0,2.2,Hybrid,Automatic,206205.0,Like New,20000-30000,X5
2005.0,1.3,Diesel,Automatic,60481.0,New,10000-20000,Explorer
2010.0,1.9,Petrol,Automatic,238084.0,Used,10000-20000,Mustang
2002.0,3.8,Diesel,Automatic,289884.0,Used,80000-90000,X3
2007.0,2.5,Petrol,Automatic,274025.0,Used,60000-70000,Explorer
2002.0,3.1,Diesel,Manual,299140.0,Like New,80000-90000,Camry
2013.0,2.9,Hybrid,Manual,163249.0,New,70000-80000,E-Class
2012.0,5.4,Hybrid,Manual,122196.0,Used,60000-70000,Focus
2012.0,5.5,Petrol,Manual,37177.0,Used,60000-70000,A4
2001.0,3.5,Hybrid,Manual,66126.0,Used,0-10000,Mustang
2012.0,2.7,Diesel,Manual,26119.0,Like New,80000-90000,Fit
2018.0,1.5,Diesel,Manual,117744.0,Used,40000-50000,Corolla
2015.0,1.3,Diesel,Manual,158987.0,New,0-10000,Accord
2001.0,2.5,Electric,Manual,44989.0,New,90000-100000,A4
2007.0,2.5,Electric,Manual,284250.0,New,90000-100000,RAV4
2016.0,2.6,Diesel,Automatic,279275.0,Used,50000-60000,Prius
2022.0,1.8,Hybrid,Manual,6553.0,Like New,50000-60000,Corolla
2001.0,4.9,Petrol,Manual,17881.0,Like New,70000-80000,Prius
2009.0,1.6,Hybrid,Automatic,1379.0,Like New,30000-40000,Prius
2015.0,4.2,Petrol,Manual,69306.0,Used,20000-30000,A4
2005.0,1.6,Hybrid,Manual,243825.0,Like New,60000-70000,Focus
2001.0,1.4,Diesel,Automatic,104512.0,New,10000-20000,Civic
2001.0,5.5,Electric,Manual,278494.0,Used,40000-50000,RAV4
2012.0,2.0,Hybrid,Automatic,99599.0,Like New,50000-60000,Model S
2001.0,1.4,Petrol,Manual,178321.0,Used,30000-40000,Accord
2006.0,5.8,Diesel,Automatic,101584.0,Used,30000-40000,Q5
2002.0,2.2,Electric,Automatic,133858.0,Like New,50000-60000,5 Series
2007.0,5.3,Petrol,Automatic,231609.0,Like New,60000-70000,3 Series
2022.0,1.8,Hybrid,Manual,126525.0,Like New,90000-100000,Fiesta
2013.0,5.3,Diesel,Manual,36303.0,Used,10000-20000,E-Class
2023.0,1.1,Diesel,Automatic,19589.0,Like New,80000-90000,C-Class
2022.0,3.6,Diesel,Automatic,265026.0,Like New,30000-40000,Accord
2021.0,4.8,Hybrid,Manual,180394.0,New,60000-70000,X5
2006.0,5.7,Hybrid,Manual,129236.0,New,50000-60000,Mustang
2020.0,5.5,Electric,Manual,271889.0,New,50000-60000,A3
2006.0,5.1,Hybrid,Manual,15861.0,Like New,70000-80000,3 Series
2000.0,5.4,Electric,Automatic,91707.0,Used,40000-50000,Mustang
2016.0,2.0,Diesel,Manual,255043.0,New,30000-40000,Mustang
2008.0,2.4,Electric,Manual,133909.0,Used,80000-90000,Camry
2020.0,2.4,Petrol,Manual,54380.0,Like New,20000-30000,A4
2012.0,2.9,Diesel,Manual,105025.0,Like New,20000-30000,Corolla
2018.0,3.7,Electric,Manual,220421.0,Used,20000-30000,Corolla
2020.0,1.8,Diesel,Manual,244497.0,New,50000-60000,Model 3
2018.0,4.5,Hybrid,Automatic,160592.0,Like New,50000-60000,Camry
2021.0,1.8,Petrol,Automatic,44397.0,Used,20000-30000,Model S
2016.0,2.6,Electric,Automatic,277132.0,New,10000-20000,5 Series
2022.0,3.5,Electric,Manual,158795.0,Like New,70000-80000,GLC
2022.0,5.0,Diesel,Automatic,33800.0,New,70000-80000,Fiesta
2009.0,4.7,Hybrid,Manual,158502.0,Used,90000-100000,Model 3
2009.0,4.2,Diesel,Manual,199548.0,Used,90000-100000,Q7
2003.0,1.8,Diesel,Manual,257653.0,Used,90000-100000,Camry
2007.0,3.7,Electric,Manual,52284.0,Used,80000-90000,Model 3
2021.0,1.4,Diesel,Automatic,56232.0,Used,60000-70000,A4
2019.0,2.9,Petrol,Manual,44420.0,New,10000-20000,E-Class
2019.0,3.1,Diesel,Manual,299854.0,New,60000-70000,GLA
2017.0,1.2,Diesel,Automatic,92035.0,New,10000-20000,Camry
2013.0,2.4,Electric,Automatic,293427.0,New,80000-90000,CR-V
2017.0,5.8,Diesel,Automatic,197241.0,Like New,50000-60000,Corolla
2013.0,5.8,Hybrid,Manual,193529.0,Like New,70000-80000,3 Series
2019.0,2.8,Electric,Automatic,249863.0,New,0-10000,Model X
2020.0,1.2,Diesel,Manual,25968.0,Like New,50000-60000,Explorer
2023.0,1.9,Petrol,Manual,62508.0,Like New,30000-40000,Fit
2014.0,3.0,Petrol,Automatic,235863.0,Used,30000-40000,Camry
2021.0,5.7,Electric,Automatic,194292.0,New,40000-50000,Q7
2003.0,1.7,Electric,Automatic,85366.0,Like New,0-10000,Accord
2012.0,4.8,Diesel,Manual,5738.0,Like New,40000-50000,Model 3
2022.0,1.5,Hybrid,Manual,3098.0,New,50000-60000,Civic
2007.0,5.9,Diesel,Manual,95424.0,Used,80000-90000,Model X
2017.0,2.9,Petrol,Manual,204705.0,New,40000-50000,Prius
2011.0,4.9,Hybrid,Manual,78672.0,Used,30000-40000,Model X
2022.0,2.7,Hybrid,Manual,139325.0,Like New,90000-100000,Civic
2013.0,4.1,Hybrid,Automatic,125349.0,Used,50000-60000,Q7
2001.0,2.0,Diesel,Manual,50969.0,Used,40000-50000,GLA
2023.0,5.7,Electric,Automatic,201495.0,Like New,80000-90000,Model 3
2001.0,5.6,Diesel,Automatic,117286.0,New,30000-40000,C-Class
2010.0,5.4,Electric,Automatic,75028.0,New,40000-50000,Model 3
2008.0,4.1,Hybrid,Automatic,297565.0,Like New,70000-80000,A3
2011.0,5.0,Hybrid,Manual,38575.0,New,10000-20000,Model 3
2016.0,1.3,Diesel,Manual,3192.0,New,80000-90000,RAV4
2014.0,2.7,Petrol,Manual,111116.0,Used,40000-50000,Fiesta
2016.0,2.6,Hybrid,Manual,81311.0,New,60000-70000,Fit
2021.0,2.8,Electric,Automatic,36527.0,New,30000-40000,Model Y
2005.0,1.7,Diesel,Automatic,52181.0,Used,80000-90000,A4
2016.0,4.0,Electric,Manual,91472.0,New,90000-100000,Accord
2022.0,5.1,Petrol,Manual,81219.0,New,50000-60000,Model Y
2023.0,2.9,Hybrid,Manual,119783.0,New,90000-100000,E-Class
2017.0,1.7,Electric,Manual,161554.0,Used,0-10000,X5
2007.0,2.0,Electric,Automatic,179300.0,Like New,80000-90000,Model Y
2008.0,2.2,Hybrid,Automatic,83265.0,Like New,30000-40000,Fiesta
2005.0,2.5,Diesel,Manual,50126.0,Used,30000-40000,Civic
2004.0,4.2,Electric,Manual,282689.0,Used,20000-30000,Explorer
2011.0,4.0,Diesel,Automatic,55114.0,New,30000-40000,CR-V
2010.0,4.5,Diesel,Automatic,206422.0,Like New,20000-30000,Model X
2000.0,2.8,Electric,Automatic,188873.0,Used,90000-100000,Corolla
2010.0,5.1,Petrol,Automatic,276034.0,Like New,90000-100000,GLC
2018.0,2.0,Diesel,Manual,121284.0,New,10000-20000,Model S
2008.0,3.3,Electric,Automatic,194469.0,Used,10000-20000,Fiesta
2001.0,5.0,Diesel,Automatic,142290.0,Like New,80000-90000,5 Series
2011.0,1.9,Hybrid,Automatic,88241.0,Like New,40000-50000,X3
2003.0,1.5,Petrol,Automatic,296866.0,New,20000-30000,Q7
2003.0,5.4,Petrol,Manual,182615.0,Used,50000-60000,CR-V
2017.0,2.7,Hybrid,Manual,30921.0,Like New,40000-50000,Fiesta
2014.0,4.4,Hybrid,Manual,161686.0,New,20000-30000,A3
2018.0,1.1,Diesel,Manual,192261.0,Like New,70000-80000,Focus
2012.0,4.5,Hybrid,Manual,17601.0,New,60000-70000,Fit
2016.0,1.3,Hybrid,Automatic,202615.0,Like New,90000-100000,Model 3
2005.0,4.0,Electric,Automatic,235572.0,New,50000-60000,5 Series
2015.0,2.2,Electric,Automatic,290144.0,Used,20000-30000,Model X
2023.0,2.9,Diesel,Automatic,130439.0,New,20000-30000,Model 3
2011.0,1.4,Petrol,Manual,239691.0,Used,10000-20000,RAV4
2018.0,1.7,Electric,Automatic,119277.0,Like New,40000-50000,X5
2004.0,2.5,Hybrid,Manual,292527.0,Like New,10000-20000,A3
2016.0,1.4,Electric,Automatic,142857.0,New,40000-50000,GLA
2022.0,5.6,Electric,Automatic,40910.0,New,10000-20000,Prius
2000.0,1.0,Diesel,Automatic,170100.0,Used,60000-70000,Q5
2023.0,3.4,Hybrid,Manual,155927.0,Used,70000-80000,Accord
2022.0,1.6,Hybrid,Automatic,286425.0,Used,50000-60000,Camry
2009.0,2.5,Hybrid,Manual,4841.0,New,60000-70000,A4
2014.0,5.6,Diesel,Manual,97204.0,Like New,90000-100000,Fit
2020.0,5.8,Hybrid,Manual,259589.0,Like New,30000-40000,E-Class
2020.0,2.0,Electric,Manual,261140.0,New,40000-50000,Civic
2010.0,4.7,Electric,Automatic,148515.0,New,80000-90000,Model Y
2012.0,3.7,Hybrid,Automatic,132994.0,Used,10000-20000,Fiesta
2004.0,5.4,Petrol,Automatic,294120.0,Like New,30000-40000,Accord
2000.0,3.8,Petrol,Automatic,143063.0,New,50000-60000,CR-V
2023.0,3.7,Hybrid,Automatic,104405.0,New,60000-70000,GLC
2011.0,2.0,Petrol,Automatic,53744.0,Like New,70000-80000,Focus
2010.0,1.8,Diesel,Manual,2473.0,New,30000-40000,Model 3
2003.0,2.6,Diesel,Automatic,28715.0,Used,90000-100000,A3
2014.0,2.9,Electric,Manual,244826.0,Used,10000-20000,Civic
2008.0,4.8,Petrol,Automatic,253856.0,Like New,10000-20000,Mustang
2020.0,2.7,Petrol,Manual,239419.0,Used,50000-60000,Fiesta
2019.0,5.8,Hybrid,Automatic,252508.0,Like New,80000-90000,Model S
2018.0,4.7,Petrol,Automatic,299461.0,New,70000-80000,E-Class
2018.0,4.0,Petrol,Manual,164434.0,New,90000-100000,X5
2004.0,1.2,Hybrid,Manual,4889.0,New,40000-50000,C-Class
2009.0,2.3,Electric,Automatic,220629.0,Used,30000-40000,Prius
2016.0,3.3,Petrol,Automatic,294115.0,New,80000-90000,Q7
2004.0,2.1,Electric,Manual,50551.0,New,50000-60000,C-Class
2021.0,4.7,Electric,Automatic,134273.0,Like New,0-10000,Q7
2015.0,5.6,Diesel,Automatic,237230.0,Used,70000-80000,3 Series
2008.0,2.7,Petrol,Automatic,108957.0,New,50000-60000,5 Series
2002.0,5.8,Diesel,Manual,89882.0,Like New,80000-90000,Model X
2014.0,3.2,Electric,Automatic,210323.0,Like New,20000-30000,RAV4
2015.0,3.4,Petrol,Manual,267825.0,Used,20000-30000,Accord
2013.0,5.5,Diesel,Manual,46870.0,Like New,30000-40000,Prius
2002.0,3.8,Hybrid,Manual,213328.0,Like New,10000-20000,Model X
2011.0,4.8,Electric,Automatic,159224.0,Like New,70000-80000,Model Y
2008.0,5.1,Petrol,Automatic,50061.0,Used,20000-30000,3 Series
2006.0,2.7,Hybrid,Manual,188691.0,Like New,90000-100000,A4
2017.0,2.8,Hybrid,Automatic,11217.0,New,30000-40000,RAV4
2004.0,5.0,Hybrid,Automatic,295885.0,New,70000-80000,Mustang
2012.0,5.7,Hybrid,Manual,192386.0,Used,40000-50000,Q5
2001.0,4.7,Petrol,Automatic,42903.0,New,70000-80000,GLA
2015.0,5.0,Electric,Automatic,215280.0,Like New,90000-100000,Accord
2008.0,5.2,Electric,Automatic,107042.0,New,70000-80000,3 Series
2008.0,3.0,Diesel,Automatic,243725.0,Used,0-10000,CR-V
2010.0,3.0,Electric,Manual,181644.0,Like New,90000-100000,Q5
2021.0,4.4,Hybrid,Automatic,109268.0,Used,90000-100000,Camry
2023.0,3.3,Hybrid,Automatic,30105.0,New,10000-20000,Corolla
2021.0,4.7,Petrol,Manual,69634.0,Used,60000-70000,A4
2000.0,2.8,Hybrid,Manual,138691.0,New,20000-30000,E-Class
2003.0,4.2,Diesel,Manual,18226.0,Like New,20000-30000,Model 3
2012.0,1.9,Electric,Automatic,25322.0,New,70000-80000,Corolla
2022.0,4.7,Electric,Manual,167284.0,Used,90000-100000,Model Y
2012.0,3.7,Electric,Manual,94835.0,Used,60000-70000,RAV4
2012.0,2.0,Petrol,Manual,255027.0,Used,80000-90000,RAV4
2001.0,2.5,Hybrid,Manual,73079.0,New,0-10000,X5
2008.0,4.7,Diesel,Automatic,23946.0,New,0-10000,X5
2023.0,3.4,Petrol,Automatic,162812.0,New,60000-70000,Focus
2007.0,2.1,Electric,Automatic,7253.0,Like New,40000-50000,Civic
2006.0,5.8,Diesel,Manual,79311.0,Like New,80000-90000,Q7
2003.0,4.6,Electric,Manual,294957.0,Like New,30000-40000,Q5
2017.0,5.8,Electric,Manual,67593.0,Used,40000-50000,Q5
2005.0,3.4,Electric,Manual,226833.0,Used,30000-40000,X3
2011.0,5.5,Diesel,Manual,38485.0,Used,90000-100000,E-Class
2011.0,3.6,Electric,Automatic,199304.0,Used,40000-50000,Model X
2020.0,4.5,Hybrid,Automatic,278245.0,New,40000-50000,Model Y
2007.0,2.3,Electric,Manual,8831.0,Used,80000-90000,GLC
2021.0,3.2,Petrol,Automatic,5004.0,New,30000-40000,Explorer
2021.0,1.6,Diesel,Manual,37170.0,Like New,80000-90000,GLA
2000.0,2.0,Petrol,Manual,43555.0,Like New,10000-20000,A3
2020.0,1.2,Electric,Manual,178475.0,Like New,90000-100000,Corolla
2002.0,2.2,Petrol,Manual,207132.0,Used,40000-50000,5 Series
2012.0,4.3,Petrol,Manual,63471.0,Used,60000-70000,3 Series
2016.0,5.2,Petrol,Automatic,57287.0,Used,90000-100000,Focus
2021.0,3.8,Hybrid,Manual,116475.0,Like New,20000-30000,X3
2021.0,1.8,Hybrid,Manual,50151.0,Like New,10000-20000,A4
2009.0,4.6,Electric,Manual,67384.0,New,50000-60000,Model X
2020.0,4.0,Electric,Automatic,33541.0,Used,10000-20000,E-Class
2014.0,4.8,Hybrid,Manual,218171.0,Like New,80000-90000,Focus
2020.0,5.9,Petrol,Manual,211811.0,Like New,0-10000,Q5
2009.0,3.9,Petrol,Automatic,213739.0,New,80000-90000,C-Class
2012.0,4.2,Petrol,Automatic,99919.0,New,50000-60000,Fiesta
2005.0,5.5,Electric,Automatic,194020.0,Used,40000-50000,Corolla
2023.0,1.6,Hybrid,Manual,61768.0,Like New,10000-20000,Fit
2001.0,2.6,Diesel,Automatic,43262.0,New,10000-20000,RAV4
2021.0,5.1,Petrol,Automatic,20605.0,Like New,70000-80000,Corolla
2016.0,4.0,Diesel,Manual,78590.0,Used,20000-30000,CR-V
2003.0,3.0,Electric,Automatic,290375.0,Used,0-10000,Fiesta
2013.0,3.4,Petrol,Manual,79397.0,New,90000-100000,GLC
2009.0,5.3,Electric,Automatic,77123.0,Used,90000-100000,Q7
2014.0,1.4,Electric,Automatic,158964.0,Like New,70000-80000,Model S
2016.0,5.2,Electric,Manual,135501.0,New,10000-20000,Camry
2011.0,1.9,Electric,Manual,135678.0,New,10000-20000,Corolla
2021.0,3.2,Diesel,Manual,114380.0,Used,80000-90000,Mustang
2019.0,1.8,Electric,Manual,171206.0,Used,90000-100000,5 Series
2023.0,4.5,Hybrid,Manual,156547.0,New,80000-90000,Fit
2005.0,2.0,Petrol,Automatic,151083.0,Like New,60000-70000,Fiesta
2000.0,2.1,Petrol,Manual,55746.0,Used,20000-30000,Fit
2019.0,1.2,Petrol,Automatic,173925.0,Used,20000-30000,Explorer
2022.0,2.6,Petrol,Automatic,298962.0,Used,30000-40000,Civic
2015.0,3.8,Hybrid,Manual,168393.0,Like New,50000-60000,CR-V
2014.0,5.3,Diesel,Manual,283453.0,Like New,50000-60000,GLA
2007.0,3.2,Petrol,Manual,68879.0,New,70000-80000,Mustang
2011.0,5.8,Petrol,Manual,67592.0,Like New,90000-100000,Focus
2021.0,4.6,Petrol,Automatic,220084.0,Used,80000-90000,GLC
2020.0,5.7,Electric,Automatic,197494.0,Used,20000-30000,A3
2009.0,3.6,Petrol,Automatic,270728.0,Like New,30000-40000,Q5
2014.0,2.3,Electric,Manual,124555.0,New,50000-60000,Model 3
2008.0,1.3,Diesel,Manual,18830.0,Used,0-10000,RAV4
2001.0,4.6,Diesel,Automatic,216897.0,New,90000-100000,Corolla
2004.0,1.6,Diesel,Manual,252234.0,New,0-10000,5 Series
2005.0,2.5,Hybrid,Automatic,265735.0,Like New,30000-40000,GLA
2006.0,3.7,Electric,Manual,93878.0,Used,50000-60000,A3
2000.0,4.0,Petrol,Manual,116869.0,New,60000-70000,Fiesta
2022.0,1.8,Petrol,Automatic,257716.0,Like New,50000-60000,Camry
2011.0,5.8,Petrol,Automatic,133703.0,New,90000-100000,X3
2015.0,4.6,Hybrid,Manual,148977.0,New,30000-40000,Q7
2015.0,5.6,Electric,Manual,19056.0,Used,30000-40000,Corolla
2010.0,4.8,Diesel,Automatic,240746.0,Like New,40000-50000,Focus
2020.0,4.0,Petrol,Manual,115316.0,New,10000-20000,Prius
2003.0,2.0,Diesel,Manual,166519.0,Like New,50000-60000,Fit
2012.0,4.3,Electric,Manual,54418.0,New,60000-70000,X3
2006.0,4.1,Electric,Automatic,299334.0,Used,70000-80000,CR-V
2014.0,3.4,Electric,Automatic,204071.0,New,10000-20000,Model S
2018.0,3.6,Diesel,Automatic,238989.0,Like New,40000-50000,RAV4
2008.0,2.7,Petrol,Automatic,181350.0,New,0-10000,A3
2010.0,3.6,Hybrid,Manual,263924.0,New,0-10000,Fiesta
2007.0,2.0,Petrol,Manual,190330.0,New,40000-50000,Mustang
2000.0,5.0,Diesel,Automatic,42192.0,Like New,20000-30000,Accord
2022.0,1.9,Petrol,Manual,43923.0,New,60000-70000,3 Series
2007.0,3.2,Diesel,Manual,2395.0,Like New,90000-100000,GLC
2012.0,4.3,Petrol,Manual,228456.0,Used,70000-80000,Fiesta
2021.0,3.2,Petrol,Automatic,71028.0,Used,0-10000,A4
2003.0,2.4,Diesel,Automatic,242463.0,Like New,40000-50000,CR-V
2007.0,3.8,Electric,Manual,141056.0,New,30000-40000,Accord
2002.0,2.7,Diesel,Manual,203400.0,Used,40000-50000,E-Class
2001.0,5.6,Hybrid,Manual,289068.0,New,10000-20000,3 Series
2001.0,3.5,Hybrid,Manual,294721.0,Like New,50000-60000,Q7
2012.0,2.6,Diesel,Manual,138783.0,Like New,70000-80000,X3
2014.0,4.7,Hybrid,Automatic,85548.0,Like New,70000-80000,A4
2011.0,3.4,Petrol,Manual,125093.0,Used,50000-60000,Prius
2003.0,2.7,Diesel,Manual,235835.0,Used,50000-60000,Accord
2007.0,5.6,Petrol,Manual,206084.0,Like New,70000-80000,Q5
2008.0,1.1,Electric,Manual,270398.0,Like New,0-10000,GLA
2022.0,3.8,Petrol,Manual,229027.0,New,70000-80000,A4
2004.0,4.7,Diesel,Manual,208072.0,Like New,60000-70000,Mustang
2023.0,3.4,Electric,Automatic,248029.0,Like New,20000-30000,Accord
2019.0,1.4,Electric,Automatic,209047.0,Like New,0-10000,Mustang
2017.0,5.9,Hybrid,Manual,130509.0,Used,10000-20000,CR-V
2010.0,3.6,Petrol,Automatic,237784.0,Like New,50000-60000,Fiesta
2014.0,4.1,Diesel,Manual,295107.0,Used,70000-80000,A4
2021.0,2.2,Hybrid,Manual,3273.0,New,30000-40000,A3
2008.0,3.4,Hybrid,Automatic,15330.0,New,40000-50000,Prius
2011.0,1.4,Petrol,Manual,76422.0,Used,20000-30000,Focus
2006.0,1.5,Diesel,Manual,3212.0,Used,10000-20000,5 Series
2009.0,5.2,Hybrid,Automatic,232131.0,Used,30000-40000,RAV4
2009.0,2.2,Diesel,Automatic,87594.0,Like New,70000-80000,Mustang
2012.0,2.0,Hybrid,Manual,132152.0,Used,60000-70000,Mustang
2018.0,3.5,Hybrid,Manual,294819.0,Used,40000-50000,Prius
2010.0,4.8,Hybrid,Manual,22007.0,Used,90000-100000,Q5
2012.0,1.3,Petrol,Automatic,113805.0,Like New,70000-80000,Explorer
2020.0,3.9,Hybrid,Manual,95815.0,Like New,10000-20000,A4
2007.0,1.6,Hybrid,Automatic,262783.0,Like New,70000-80000,Camry
2007.0,1.2,Hybrid,Manual,78038.0,New,0-10000,A4
2003.0,1.3,Electric,Automatic,265880.0,Like New,60000-70000,Accord
2014.0,5.2,Petrol,Automatic,253506.0,Used,20000-30000,5 Series
2010.0,1.2,Petrol,Automatic,128771.0,Like New,30000-40000,Focus
2000.0,3.2,Diesel,Manual,125801.0,Used,80000-90000,GLC
2016.0,5.2,Electric,Automatic,86623.0,Like New,30000-40000,X3
2014.0,2.3,Diesel,Automatic,225097.0,New,60000-70000,Model S
2019.0,3.1,Hybrid,Automatic,298964.0,Like New,30000-40000,A4
2005.0,1.2,Diesel,Manual,215933.0,New,90000-100000,Fiesta
2021.0,3.9,Diesel,Manual,280558.0,New,20000-30000,Fit
2014.0,3.9,Diesel,Manual,24220.0,Used,90000-100000,RAV4
2008.0,2.7,Petrol,Manual,60531.0,Like New,30000-40000,Focus
2013.0,2.6,Electric,Manual,173497.0,New,60000-70000,Model X
2017.0,1.5,Petrol,Automatic,9387.0,New,70000-80000,Model Y
2016.0,2.8,Petrol,Automatic,245752.0,Like New,0-10000,Fit
2017.0,1.5,Petrol,Automatic,76815.0,Used,90000-100000,Fit
2004.0,4.8,Diesel,Manual,27584.0,Used,30000-40000,Explorer
2019.0,5.8,Petrol,Automatic,44783.0,New,20000-30000,Q7
2019.0,5.9,Electric,Automatic,170881.0,Used,80000-90000,E-Class
2008.0,5.3,Petrol,Manual,185399.0,Like New,70000-80000,Model Y
2010.0,4.0,Hybrid,Automatic,124494.0,Used,10000-20000,Model S
2021.0,2.4,Hybrid,Automatic,250139.0,New,70000-80000,X3
2000.0,4.2,Electric,Manual,141929.0,Like New,10000-20000,CR-V
2017.0,3.3,Electric,Manual,173333.0,New,90000-100000,E-Class
2005.0,3.4,Electric,Manual,246509.0,Like New,70000-80000,Q5
2001.0,4.8,Electric,Automatic,13580.0,Like New,30000-40000,A3
2014.0,2.4,Petrol,Automatic,18240.0,Used,30000-40000,X3
2020.0,2.6,Diesel,Manual,254351.0,Like New,50000-60000,Model 3
2013.0,5.6,Electric,Manual,254271.0,New,30000-40000,Civic
2005.0,3.4,Electric,Automatic,73401.0,New,90000-100000,C-Class
2005.0,5.6,Diesel,Manual,213165.0,New,60000-70000,Explorer
2021.0,4.1,Hybrid,Automatic,164340.0,Like New,40000-50000,RAV4
2017.0,3.7,Hybrid,Automatic,265790.0,Used,20000-30000,Prius
2013.0,2.2,Hybrid,Automatic,186443.0,Like New,60000-70000,RAV4
2009.0,2.7,Petrol,Manual,248123.0,Like New,70000-80000,Model X
2013.0,5.3,Electric,Manual,89460.0,Used,70000-80000,Fit
2012.0,3.8,Petrol,Automatic,51048.0,New,0-10000,5 Series
2002.0,3.6,Hybrid,Manual,206518.0,Like New,90000-100000,A3
2005.0,1.5,Petrol,Automatic,132850.0,Used,30000-40000,Focus
2007.0,1.1,Petrol,Automatic,211912.0,Used,70000-80000,GLA
2011.0,5.8,Petrol,Manual,266891.0,New,70000-80000,Focus
2012.0,2.9,Electric,Manual,45.0,Used,60000-70000,E-Class
2010.0,4.0,Hybrid,Manual,7758.0,New,40000-50000,Model S
2011.0,1.4,Hybrid,Automatic,255397.0,Like New,60000-70000,Fit
2000.0,4.4,Electric,Automatic,154509.0,Used,0-10000,Corolla
2016.0,5.7,Petrol,Manual,150657.0,Like New,70000-80000,Fit
2010.0,1.6,Diesel,Manual,183148.0,Used,40000-50000,5 Series
2012.0,3.9,Diesel,Automatic,148421.0,Like New,10000-20000,3 Series
2017.0,4.8,Diesel,Automatic,227300.0,Used,80000-90000,Model 3
2010.0,3.0,Electric,Automatic,152420.0,Like New,50000-60000,E-Class
2011.0,5.4,Hybrid,Manual,165368.0,Like New,70000-80000,A4
2005.0,4.2,Diesel,Manual,19455.0,New,60000-70000,Q5
2008.0,5.5,Hybrid,Automatic,209896.0,Like New,80000-90000,C-Class
2015.0,4.1,Hybrid,Manual,231897.0,New,10000-20000,3 Series
2003.0,1.7,Hybrid,Manual,88552.0,Like New,60000-70000,X5
2002.0,2.5,Electric,Manual,40484.0,Used,50000-60000,5 Series
2015.0,2.0,Electric,Manual,134476.0,Like New,0-10000,Accord
2023.0,5.5,Electric,Automatic,168332.0,Used,20000-30000,3 Series
2011.0,4.8,Electric,Manual,100647.0,New,30000-40000,Explorer
2010.0,4.4,Diesel,Automatic,65642.0,Used,10000-20000,RAV4
2004.0,2.5,Petrol,Automatic,211803.0,Like New,30000-40000,X5
2017.0,1.9,Petrol,Manual,128824.0,Used,0-10000,GLA
2018.0,4.8,Petrol,Automatic,248914.0,New,50000-60000,Camry
2022.0,2.1,Petrol,Manual,110879.0,Used,30000-40000,E-Class
2005.0,4.1,Diesel,Automatic,120827.0,Like New,90000-100000,Camry
2021.0,1.2,Diesel,Automatic,267724.0,Like New,50000-60000,E-Class
2017.0,2.6,Diesel,Automatic,267544.0,Used,30000-40000,CR-V
2011.0,5.9,Petrol,Automatic,127319.0,New,10000-20000,Civic
2018.0,2.0,Petrol,Automatic,106960.0,New,0-10000,GLA
2001.0,1.7,Electric,Automatic,39015.0,New,90000-100000,Model 3
2016.0,2.0,Diesel,Manual,203877.0,Used,70000-80000,Q5
2010.0,4.8,Hybrid,Manual,145109.0,New,80000-90000,X5
2010.0,3.1,Electric,Manual,262063.0,Used,90000-100000,X3
2020.0,3.8,Hybrid,Automatic,88754.0,New,90000-100000,Explorer
2015.0,1.1,Hybrid,Automatic,221775.0,New,70000-80000,Explorer
2001.0,1.2,Diesel,Automatic,203225.0,Used,70000-80000,5 Series
2001.0,3.2,Petrol,Manual,152606.0,Like New,30000-40000,Q7
2022.0,5.1,Diesel,Manual,222067.0,Like New,10000-20000,X3
2007.0,5.4,Diesel,Manual,56879.0,Used,50000-60000,Model Y
2012.0,1.4,Electric,Automatic,119894.0,Used,50000-60000,Q5
2009.0,3.7,Diesel,Manual,65839.0,Like New,90000-100000,Explorer
2007.0,5.6,Petrol,Manual,29756.0,Like New,40000-50000,Prius
2003.0,2.9,Hybrid,Automatic,143755.0,Like New,70000-80000,C-Class
2014.0,5.1,Diesel,Manual,180557.0,Used,50000-60000,Model X
2010.0,5.7,Diesel,Manual,149787.0,Used,60000-70000,Explorer
